           km_, km_union_id, km_target_00, km_cmd_list_00, km_ap_list_00, km_sub_target_00, km_curved_00, km_unit00_action_list_00, km_unit00_target_list_00, km_unit00_ltu_id_00, km_unit01_action_list_00, km_unit01_target_list_00, km_unit01_ltu_id_00, km_unit02_action_list_00, km_unit02_target_list_00, km_unit02_ltu_id_00, km_unit03_action_list_00, km_unit03_target_list_00, km_unit03_ltu_id_00, km_unit04_action_list_00, km_unit04_target_list_00, km_unit04_ltu_id_00, km_target_01, km_cmd_list_01, km_ap_list_01, km_sub_target_01, km_curved_01, km_unit00_action_list_01, km_unit00_target_list_01, km_unit00_ltu_id_01, km_unit01_action_list_01, km_unit01_target_list_01, km_unit01_ltu_id_01, km_unit02_action_list_01, km_unit02_target_list_01, km_unit02_ltu_id_01, km_unit03_action_list_01, km_unit03_target_list_01, km_unit03_ltu_id_01, km_unit04_action_list_01, km_unit04_target_list_01, km_unit04_ltu_id_01, km_target_02, km_cmd_list_02, km_ap_list_02, km_sub_target_02, km_curved_02, km_unit00_action_list_02, km_unit00_target_list_02, km_unit00_ltu_id_02, km_unit01_action_list_02, km_unit01_target_list_02, km_unit01_ltu_id_02, km_unit02_action_list_02, km_unit02_target_list_02, km_unit02_ltu_id_02, km_unit03_action_list_02, km_unit03_target_list_02, km_unit03_ltu_id_02, km_unit04_action_list_02, km_unit04_target_list_02, km_unit04_ltu_id_02, km_target_03, km_cmd_list_03, km_ap_list_03, km_sub_target_03, km_curved_03, km_unit00_action_list_03, km_unit00_target_list_03, km_unit00_ltu_id_03, km_unit01_action_list_03, km_unit01_target_list_03, km_unit01_ltu_id_03, km_unit02_action_list_03, km_unit02_target_list_03, km_unit02_ltu_id_03, km_unit03_action_list_03, km_unit03_target_list_03, km_unit03_ltu_id_03, km_unit04_action_list_03, km_unit04_target_list_03, km_unit04_ltu_id_03, km_target_04, km_cmd_list_04, km_ap_list_04, km_sub_target_04, km_curved_04, km_unit00_action_list_04, km_unit00_target_list_04, km_unit00_ltu_id_04, km_unit01_action_list_04, km_unit01_target_list_04, km_unit01_ltu_id_04, km_unit02_action_list_04, km_unit02_target_list_04, km_unit02_ltu_id_04, km_unit03_action_list_04, km_unit03_target_list_04, km_unit03_ltu_id_04, km_unit04_action_list_04, km_unit04_target_list_04, km_unit04_ltu_id_04, km_target_05, km_cmd_list_05, km_ap_list_05, km_sub_target_05, km_curved_05, km_unit00_action_list_05, km_unit00_target_list_05, km_unit00_ltu_id_05, km_unit01_action_list_05, km_unit01_target_list_05, km_unit01_ltu_id_05, km_unit02_action_list_05, km_unit02_target_list_05, km_unit02_ltu_id_05, km_unit03_action_list_05, km_unit03_target_list_05, km_unit03_ltu_id_05, km_unit04_action_list_05, km_unit04_target_list_05, km_unit04_ltu_id_05, km_target_06, km_cmd_list_06, km_ap_list_06, km_sub_target_06, km_curved_06, km_unit00_action_list_06, km_unit00_target_list_06, km_unit00_ltu_id_06, km_unit01_action_list_06, km_unit01_target_list_06, km_unit01_ltu_id_06, km_unit02_action_list_06, km_unit02_target_list_06, km_unit02_ltu_id_06, km_unit03_action_list_06, km_unit03_target_list_06, km_unit03_ltu_id_06, km_unit04_action_list_06, km_unit04_target_list_06, km_unit04_ltu_id_06, km_target_07, km_cmd_list_07, km_ap_list_07, km_sub_target_07, km_curved_07, km_unit00_action_list_07, km_unit00_target_list_07, km_unit00_ltu_id_07, km_unit01_action_list_07, km_unit01_target_list_07, km_unit01_ltu_id_07, km_unit02_action_list_07, km_unit02_target_list_07, km_unit02_ltu_id_07, km_unit03_action_list_07, km_unit03_target_list_07, km_unit03_ltu_id_07, km_unit04_action_list_07, km_unit04_target_list_07, km_unit04_ltu_id_07, km_decide_command, km_decide_target, 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
 6 : PC_006_TO_MONS,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
 7 : PC_007_TO_MONS,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 

