           km_, km_get_item,    km_cost, km_base_item,   km_daiji, km_material_1, km_material_1_num, km_material_1_key, km_material_2, km_material_2_num, km_material_2_key, km_material_3, km_material_3_num, km_material_3_key, km_material_4, km_material_4_num, km_material_4_key, 
373 : hammer_m_WMD010_warload,    8323610,      84460,    8323609,         -1,    9044247,          2,          0,    9044637,          2,          0,    9044405,          3,          0,         -1,          0,          0, 
374 : hammer_l_WLD010_warload,    8323643,      95470,    8323642,         -1,    9044247,          2,          0,    9044637,          2,          0,    9044394,          2,          0,         -1,          0,          0, 
375 : lance_s_WSE020_warload,    8323729,      88130,    8323728,         -1,    9044247,          2,          0,    9044696,          3,          0,    9044405,          3,          0,         -1,          0,          0, 
376 : lance_m_WME030_warload,    8323750,      95470,    8323749,         -1,    9044247,          2,          0,    9044696,          3,          0,    9044554,          2,          0,         -1,          0,          0, 
377 : lance_l_WLE010_warload,    8323787,     106490,    8323786,         -1,    9044247,          2,          0,    9044696,          3,          0,    9044405,          3,          0,         -1,          0,          0, 
378 : staff_s_WSF010_warload,    8323862,      80780,    8323861,         -1,    9044247,          2,          0,    9044723,          3,          0,    9044554,          2,          0,         -1,          0,          0, 
379 : staff_m_WMF010_warload_01,    8323899,      88130,    8323898,         -1,    9044247,          2,          0,    9044723,          3,          0,    9044736,          2,          0,         -1,          0,          0, 
380 : staff_m_WMF010_warload_02,    8323899,      88130,    8323893,         -1,    9044295,          1,          0,    9044247,          2,          0,    9044256,          3,          0,         -1,          0,          0, 
381 :       Shax,    8324000,     102820,    8323999,         -1,    9044247,          2,          0,    9044686,          4,          0,    9044336,          2,          0,         -1,          0,          0, 
382 :       Amon,    8324022,     112610,    8324021,         -1,    9044247,          2,          0,    9044686,          4,          0,    9044394,          2,          0,         -1,          0,          0, 
383 :     Ronove,    8324062,     122400,    8324061,         -1,    9044247,          2,          0,    9044578,          2,          0,    9044736,          2,          0,         -1,          0,          0, 
384 :       Barl,    8324088,     132190,    8324087,         -1,    9044247,          2,          0,    9044578,          2,          0,    9044554,          2,          0,         -1,          0,          0, 
385 : shield_s_WSG010_champion,    8324097,      51410,    8324096,         -1,    9044247,          2,          0,    9044529,          4,          0,    9044336,          2,          0,         -1,          0,          0, 
386 : shield_m_WMG010_champion,    8324120,      57120,    8324119,         -1,    9044247,          2,          0,    9044529,          4,          0,    9044405,          3,          0,         -1,          0,          0, 
387 : sword_s_WSA020_fine,    8323140,      44060,    8323139,         -1,    9044240,          1,          0,    9044761,          2,          0,    9044477,          3,          0,         -1,          0,          0, 
388 : axe_l_WLC010_quality,    8323537,      40800,    8323536,         -1,    9044240,          1,          0,    9044539,          2,          0,    9044567,          4,          0,         -1,          0,          0, 
389 : lance_s_WSE010_fine,    8323737,      58750,    8323736,         -1,    9044240,          1,          0,    9044768,          3,          0,    9044568,          2,          0,         -1,          0,          0, 
390 : staff_l_WLF010_quality,    8323956,      44060,    8323955,         -1,    9044240,          1,          0,    9044705,          2,          0,    9044568,          2,          0,         -1,          0,          0, 
391 : shield_s_WSG020_slash_01,    8324107,      88130,    8324105,         -1,    9044240,          1,          0,    9044510,          3,          0,    9044426,          4,          0,         -1,          0,          0, 
392 : shield_s_WSG020_blow_01,    8324108,      88130,    8324105,         -1,    9044240,          1,          0,    9044606,          4,          0,    9044381,          3,          0,         -1,          0,          0, 
393 : shield_s_WSG020_maul_01,    8324109,      88130,    8324105,         -1,    9044240,          1,          0,    9044588,          2,          0,    9044338,          3,          0,         -1,          0,          0, 
394 : shield_s_WSG020_thrust_01,    8324110,      88130,    8324105,         -1,    9044240,          1,          0,    9044655,          3,          0,    9044731,          2,          0,         -1,          0,          0, 
395 : shield_s_WSG020_blow_02,    8324108,      88130,    8324107,         -1,    9044240,          1,          0,    9044606,          4,          0,    9044381,          3,          0,         -1,          0,          0, 
396 : shield_s_WSG020_maul_02,    8324109,      88130,    8324107,         -1,    9044240,          1,          0,    9044588,          2,          0,    9044338,          3,          0,         -1,          0,          0, 
397 : shield_s_WSG020_thrust_02,    8324110,      88130,    8324107,         -1,    9044240,          1,          0,    9044655,          3,          0,    9044731,          2,          0,         -1,          0,          0, 
398 : shield_s_WSG020_slash_03,    8324107,      88130,    8324108,         -1,    9044240,          1,          0,    9044510,          3,          0,    9044426,          4,          0,         -1,          0,          0, 
399 : shield_s_WSG020_maul_03,    8324109,      88130,    8324108,         -1,    9044240,          1,          0,    9044588,          2,          0,    9044338,          3,          0,         -1,          0,          0, 
400 : shield_s_WSG020_thrust_03,    8324110,      88130,    8324108,         -1,    9044240,          1,          0,    9044655,          3,          0,    9044731,          2,          0,         -1,          0,          0, 
401 : shield_s_WSG020_slash_04,    8324107,      88130,    8324109,         -1,    9044240,          1,          0,    9044510,          3,          0,    9044426,          4,          0,         -1,          0,          0, 
402 : shield_s_WSG020_blow_04,    8324108,      88130,    8324109,         -1,    9044240,          1,          0,    9044606,          4,          0,    9044381,          3,          0,         -1,          0,          0, 
403 : shield_s_WSG020_thrust_04,    8324110,      88130,    8324109,         -1,    9044240,          1,          0,    9044655,          3,          0,    9044731,          2,          0,         -1,          0,          0, 
404 : shield_s_WSG020_slash_05,    8324107,      88130,    8324110,         -1,    9044240,          1,          0,    9044510,          3,          0,    9044426,          4,          0,         -1,          0,          0, 
405 : shield_s_WSG020_blow_05,    8324108,      88130,    8324110,         -1,    9044240,          1,          0,    9044606,          4,          0,    9044381,          3,          0,         -1,          0,          0, 
406 : shield_s_WSG020_maul_05,    8324109,      88130,    8324110,         -1,    9044240,          1,          0,    9044588,          2,          0,    9044338,          3,          0,         -1,          0,          0, 
407 :   Naberius,    8323989,     130560,    8323988,         -1,    9044262,          1,          0,    9044714,          2,          0,    9044477,          3,          0,         -1,          0,          0, 
408 :      Seere,    8324013,     143620,    8324012,         -1,    9044262,          1,          0,    9044768,          3,          0,    9044567,          4,          0,         -1,          0,          0, 
409 : Seere_3_recipe,    8324013,     143620,    8324012,         -1,    9044028,          1,          0,    9044262,          1,          0,    9044353,          4,          0,         -1,          0,          0, 
410 :     Guison,    8324031,     169730,    8324030,         -1,    9044262,          1,          0,    9044761,          2,          0,    9044568,          2,          0,         -1,          0,          0, 
411 :       Vine,    8324071,     169730,    8324070,         -1,    9044262,          1,          0,    9044539,          2,          0,    9044567,          4,          0,         -1,          0,          0, 
412 : sword_s_WSA030_normal,    8323144,      22030,    8323131,        286,    9044269,          1,          0,    9044257,          1,          0,    9044630,          2,          0,         -1,          0,          0, 
413 : katana_m_WMB030_normal_01,    8323377,      25700,    8323358,        286,    9044269,          1,          0,    9044257,          1,          0,    9044630,          2,          0,         -1,          0,          0, 
414 : katana_m_WMB030_normal_01_recipe,    8323377,      25700,    8323358,         -1,    9044030,          1,          0,    9044257,          1,          0,    9044630,          2,          0,         -1,          0,          0, 
415 : katana_m_WMB030_normal_02,    8323377,      25700,    8323369,        286,    9044269,          1,          0,    9044257,          1,          0,    9044630,          2,          0,         -1,          0,          0, 
416 : axe_m_WMC040_normal,    8323497,      26930,    8323484,        286,    9044269,          1,          0,    9044257,          1,          0,    9044737,          1,          0,         -1,          0,          0, 
417 : hammer_l_WLD040_normal_01,    8323667,      31820,    8323642,        286,    9044269,          1,          0,    9044257,          1,          0,    9044737,          1,          0,         -1,          0,          0, 
418 : hammer_l_WLD040_normal_02,    8323667,      31820,    8323662,        286,    9044269,          1,          0,    9044257,          1,          0,    9044737,          1,          0,         -1,          0,          0, 
419 : staff_s_WSF020_normal_01,    8323868,      26930,    8323861,        286,    9044269,          1,          0,    9044257,          1,          0,    9044601,          2,          0,         -1,          0,          0, 
420 : staff_s_WSF020_normal_02,    8323868,      26930,    8323881,        286,    9044269,          1,          0,    9044257,          1,          0,    9044601,          2,          0,         -1,          0,          0, 
421 :  Gaap_0_01,    8324002,      77110,    8323996,        286,    9044257,          1,          0,    9044357,          1,          0,    9044630,          2,          0,         -1,          0,          0, 
422 :  Gaap_0_02,    8324002,      77110,    8323999,        286,    9044257,          1,          0,    9044357,          1,          0,    9044630,          2,          0,         -1,          0,          0, 
423 :    Halphas,    8324014,      80780,    8324010,        286,    9044257,          1,          0,    9044357,          1,          0,    9044737,          1,          0,         -1,          0,          0, 
424 :     Orobas,    8324072,      95470,    8324068,        286,    9044257,          1,          0,    9044357,          1,          0,    9044737,          1,          0,         -1,          0,          0, 
425 : sword_s_uniq,    8323167,      60590,    8323139,         -1,    9044257,          1,          0,    9044573,          2,          0,    9044493,          3,          0,         -1,          0,          0, 
426 : sword_m_uniq,    8323238,      67320,    8323198,         -1,    9044394,          3,          0,    9044391,          2,          0,    9044573,          2,          0,         -1,          0,          0, 
427 : sword_x_uniq_02,    8323318,      87520,    8323298,         -1,    9044262,          1,          0,    9044326,          1,          0,    9044493,          3,          0,         -1,          0,          0, 
428 : katana_m_uniq_04,    8323391,      70690,    8323390,         -1,    9044262,          1,          0,    9044326,          1,          0,    9044493,          3,          0,         -1,          0,          0, 
429 : katana_l_uniq_02,    8323420,      80780,    8323418,         -1,    9044262,          1,          0,    9044347,          1,          0,    9044649,          2,          0,         -1,          0,          0, 
430 : lance_x_uniq_02_01,    8323853,     104350,    8323832,         -1,    9044262,          1,          0,    9044347,          1,          0,    9044649,          2,          0,         -1,          0,          0, 
431 : shield_m_uniq_04,    8324154,      67320,    8324119,         -1,    9044394,          3,          0,    9044391,          2,          0,    9044717,          2,          0,         -1,          0,          0, 
432 : staff_l_uniq_02,    8323965,     118420,    8323955,         -1,    9044778,          1,          0,    9044269,          1,          0,         -1,          0,          0,         -1,          0,          0, 
433 : axe_x_uniq_01_01,    8323575,     122810,    8323574,         -1,    9044292,          1,          0,    9044274,          1,          0,    9044364,          1,          0,         -1,          0,          0, 
434 : axe_x_uniq_01_02,    8323575,     122810,    8323574,        287,    9044274,          1,          0,    9044681,          1,          0,    9044364,          1,          0,         -1,          0,          0, 
435 : hammer_l_uniq_01_01,    8323681,     114040,    8323642,        287,    9044274,          1,          0,    9044671,          2,          0,    9044347,          1,          0,         -1,          0,          0, 
436 : hammer_l_uniq_01_02,    8323681,     114040,    8323662,        287,    9044274,          1,          0,    9044671,          2,          0,    9044347,          1,          0,         -1,          0,          0, 
437 : sword_s_WSA010_dragon,    8323134,      90720,    8323132,         -1,    9044248,          1,          0,    9044761,          2,          0,    9044436,          2,          0,         -1,          0,          0, 
438 : sword_m_WMA010_dragon,    8323178,     100800,    8323176,         -1,    9044248,          1,          0,    9044761,          2,          0,    9044436,          2,          0,         -1,          0,          0, 
439 : sword_m_WMA050_champion_01,    8323199,      70560,    8323236,         -1,    9044241,          1,          0,    9044510,          2,          0,    9044434,          6,          0,         -1,          0,          0, 
440 : sword_m_WMA050_champion_02,    8323199,      70560,    8323198,         -1,    9044241,          1,          0,    9044510,          2,          0,    9044434,          6,          0,         -1,          0,          0, 
441 : sword_m_WMA020_warload,    8323188,      90720,    8323187,         -1,    9044241,          1,          0,    9044510,          2,          0,    9044434,          6,          0,         -1,          0,          0, 
442 : sword_l_WLA010_dragon,    8323250,     115920,    8323248,         -1,    9044248,          1,          0,    9044761,          2,          0,    9044436,          2,          0,         -1,          0,          0, 
443 : sword_l_WLA030_champion,    8323259,      81140,    8323258,         -1,    9044241,          1,          0,    9044510,          2,          0,    9044434,          6,          0,         -1,          0,          0, 
444 : sword_x_WXA010_warload,    8323299,     117940,    8323298,         -1,    9044241,          1,          0,    9044761,          2,          0,    9044434,          6,          0,         -1,          0,          0, 
445 : katana_s_WSB020_dragon,    8323328,      95760,    8323326,         -1,    9044248,          1,          0,    9044768,          3,          0,    9044436,          2,          0,         -1,          0,          0, 
446 : katana_s_WSB030_champion,    8323337,      67030,    8323336,         -1,    9044241,          1,          0,    9044606,          3,          0,    9044514,          1,          0,         -1,          0,          0, 
447 : katana_m_WMB010_dragon,    8323361,     105840,    8323359,         -1,    9044248,          1,          0,    9044768,          3,          0,    9044436,          2,          0,         -1,          0,          0, 
448 : katana_m_WMB020_champion,    8323370,      74090,    8323369,         -1,    9044241,          1,          0,    9044606,          3,          0,    9044514,          1,          0,         -1,          0,          0, 
449 : katana_l_WLB010_dragon,    8323402,     181440,    8323400,         -1,    9044248,          1,          0,    9044768,          3,          0,    9044436,          2,          0,         -1,          0,          0, 
450 : katana_x_WXB010_warload,    8323429,     122470,    8323428,         -1,    9044241,          1,          0,    9044606,          3,          0,    9044514,          1,          0,         -1,          0,          0, 
451 : axe_s_WSC010_dragon,    8323448,     100800,    8323446,         -1,    9044248,          1,          0,    9044539,          3,          0,    9044467,          4,          0,         -1,          0,          0, 
452 : axe_s_WSC020_champion,    8323457,      70560,    8323456,         -1,    9044241,          1,          0,    9044588,          3,          0,    9044381,          3,          0,         -1,          0,          0, 
453 : axe_m_WMC020_dragon,    8323475,     110880,    8323473,         -1,    9044248,          1,          0,    9044539,          3,          0,    9044467,          4,          0,         -1,          0,          0, 
454 : axe_m_WMC030_warload,    8323485,      99790,    8323484,         -1,    9044241,          1,          0,    9044588,          3,          0,    9044381,          3,          0,         -1,          0,          0, 
455 : axe_l_WLC020_dragon,    8323520,     126000,    8323518,         -1,    9044248,          1,          0,    9044539,          3,          0,    9044467,          4,          0,         -1,          0,          0, 
456 : axe_l_WLC030_champion_01,    8323529,      88200,    8323545,         -1,    9044011,          1,          0,    9044588,          3,          0,    9044381,          3,          0,         -1,          0,          0, 
457 : axe_l_WLC030_champion_02,    8323529,      88200,    8323528,         -1,    9044241,          1,          0,    9044588,          3,          0,    9044381,          3,          0,         -1,          0,          0, 
458 : axe_x_WXC010_warload,    8323554,     127010,    8323553,         -1,    9044241,          1,          0,    9044588,          3,          0,    9044381,          3,          0,         -1,          0,          0, 
459 : hammer_s_WSD010_dragon,    8323586,     105840,    8323584,         -1,    9044248,          1,          0,    9044714,          2,          0,    9044434,          6,          0,         -1,          0,          0, 
460 : hammer_m_WMD010_dragon,    8323612,     115920,    8323610,         -1,    9044248,          1,          0,    9044714,          2,          0,    9044434,          6,          0,         -1,          0,          0, 
461 : hammer_m_WMD020_champion,    8323621,      81220,    8323620,         -1,    9044241,          1,          0,    9044655,          2,          0,    9044381,          3,          0,         -1,          0,          0, 
462 : hammer_l_WLD010_dragon,    8323645,     131040,    8323643,         -1,    9044248,          1,          0,    9044714,          2,          0,    9044434,          6,          0,         -1,          0,          0, 
463 : hammer_l_WLD030_champion,    8323654,      91730,    8323653,         -1,    9044241,          1,          0,    9044655,          2,          0,    9044381,          3,          0,         -1,          0,          0, 
464 : hammer_x_WXD010_warload,    8323689,     132000,    8323688,         -1,    9044241,          1,          0,    9044655,          2,          0,    9044434,          6,          0,         -1,          0,          0, 
465 : hammer_x_WXD020_champion,    8323700,     102340,    8323699,         -1,    9044241,          1,          0,    9044714,          2,          0,    9044381,          3,          0,         -1,          0,          0, 
466 : lance_s_WSE020_dragon,    8323731,     120960,    8323729,         -1,    9044248,          1,          0,    9044705,          2,          0,    9044514,          1,          0,         -1,          0,          0, 
467 : lance_m_WME030_dragon,    8323752,     131040,    8323750,         -1,    9044248,          1,          0,    9044705,          2,          0,    9044514,          1,          0,         -1,          0,          0, 
468 : lance_m_WME010_warload,    8323762,     117940,    8323761,         -1,    9044241,          1,          0,    9044696,          2,          0,    9044336,          2,          0,         -1,          0,          0, 
469 : lance_l_WLE010_dragon,    8323789,     146160,    8323787,         -1,    9044248,          1,          0,    9044705,          2,          0,    9044514,          1,          0,         -1,          0,          0, 
470 : lance_l_WLE030_warload,    8323799,     131620,    8323798,         -1,    9044241,          1,          0,    9044696,          2,          0,    9044336,          2,          0,         -1,          0,          0, 
471 : lance_x_WXE010_champion,    8323833,     109440,    8323832,         -1,    9044241,          1,          0,    9044705,          2,          0,    9044336,          2,          0,         -1,          0,          0, 
472 : staff_s_WSF010_dragon,    8323864,     110880,    8323862,         -1,    9044248,          1,          0,    9044768,          3,          0,    9044336,          2,          0,         -1,          0,          0, 
473 : staff_m_WMF010_dragon,    8323901,     120960,    8323899,         -1,    9044248,          1,          0,    9044768,          3,          0,    9044336,          2,          0,         -1,          0,          0, 
474 : staff_m_WMF030_warload,    8323911,     108860,    8323910,         -1,    9044241,          1,          0,    9044510,          3,          0,    9044467,          4,          0,         -1,          0,          0, 
475 : staff_m_WMF040_champion,    8323922,      84670,    8323921,         -1,    9044241,          1,          0,    9044510,          3,          0,    9044467,          4,          0,         -1,          0,          0, 
476 : staff_l_WLF020_champion,    8323948,      95330,    8323947,         -1,    9044241,          1,          0,    9044510,          3,          0,    9044467,          4,          0,         -1,          0,          0, 
477 :     Leraje,    8323983,     151200,    8323982,         -1,    9044270,          1,          0,    9044539,          3,          0,    9044436,          2,          0,         -1,          0,          0, 
478 :      Camio,    8323997,     158780,    8323996,         -1,    9044270,          1,          0,    9044539,          3,          0,    9044434,          6,          0,         -1,          0,          0, 
479 :    Cimejes,    8324007,     166320,    8324006,         -1,    9044270,          1,          0,    9044539,          3,          0,    9044514,          1,          0,         -1,          0,          0, 
480 :     Beleth,    8324019,     173950,    8324018,         -1,    9044270,          1,          0,    9044539,          3,          0,    9044467,          4,          0,         -1,          0,          0, 
481 :     Berith,    8324029,     196560,    8324028,         -1,    9044270,          1,          0,    9044539,          3,          0,    9044381,          3,          0,         -1,          0,          0, 
482 :      Forus,    8324035,     181440,    8324034,         -1,    9044270,          1,          0,    9044539,          3,          0,    9044336,          3,          0,         -1,          0,          0, 
483 :      Marax,    8324045,     173950,    8324044,         -1,    9044270,          1,          0,    9044761,          2,          0,    9044436,          2,          0,         -1,          0,          0, 
484 :     Belial,    8324053,     224640,    8324052,         -1,    9044270,          1,          0,    9044761,          2,          0,    9044434,          6,          0,         -1,          0,          0, 
485 :     Purson,    8324059,     189020,    8324058,         -1,    9044270,          1,          0,    9044761,          2,          0,    9044514,          1,          0,         -1,          0,          0, 
486 :     Phenex,    8324069,     196560,    8324068,         -1,    9044270,          1,          0,    9044761,          2,          0,    9044467,          4,          0,         -1,          0,          0, 
487 :      Volac,    8324077,     219260,    8324076,         -1,    9044270,          1,          0,    9044761,          2,          0,    9044381,          3,          0,         -1,          0,          0, 
488 : shield_s_WSG010_dragon,    8324100,      90720,    8324097,         -1,    9044248,          1,          0,    9044714,          2,          0,    9044343,          4,          0,         -1,          0,          0, 
489 : shield_m_WMG010_dragon,    8324123,     100800,    8324120,         -1,    9044248,          1,          0,    9044714,          2,          0,    9044343,          4,          0,         -1,          0,          0, 
490 : shield_m_WMG020_champion,    8324132,      70560,    8324131,         -1,    9044241,          1,          0,    9044606,          2,          0,    9044394,          4,          0,         -1,          0,          0, 
491 : shield_l_WLG010_champion,    8324161,      84670,    8324160,         -1,    9044241,          1,          0,    9044606,          2,          0,    9044394,          4,          0,         -1,          0,          0, 
492 : shield_l_WLG030_elite,    8324172,      60480,    8324171,         -1,    9044241,          1,          0,    9044588,          2,          0,    9044343,          4,          0,         -1,          0,          0, 
493 : shield_x_WXG010_elite,    8324198,      70560,    8324197,         -1,    9044241,          1,          0,    9044588,          2,          0,    9044343,          4,          0,         -1,          0,          0, 
494 : sword_m_WMA030_fine_01,    8323208,      60480,    8323207,         -1,    9044242,          1,          0,    9044775,          2,          0,    9044760,          3,          0,         -1,          0,          0, 
495 : sword_m_WMA030_fine_02,    8323208,      60480,    8323236,         -1,    9044242,          1,          0,    9044775,          2,          0,    9044760,          3,          0,         -1,          0,          0, 
496 : katana_s_WSB010_fine_01,    8323346,      57460,    8323345,         -1,    9044242,          1,          0,    9044550,          3,          0,    9044748,          1,          0,         -1,          0,          0, 
497 : katana_s_WSB010_fine_02,    8323346,      57460,    8323336,         -1,    9044242,          1,          0,    9044550,          3,          0,    9044748,          1,          0,         -1,          0,          0, 
498 : axe_m_WMC010_fine,    8323493,      66530,    8323492,         -1,    9044242,          1,          0,    9044740,          1,          0,    9044421,          1,          0,         -1,          0,          0, 
499 : hammer_l_WLD020_fine,    8323663,      78620,    8323662,         -1,    9044242,          1,          0,    9044740,          1,          0,    9044421,          1,          0,         -1,          0,          0, 
500 : lance_m_WME020_fine_01,    8323770,      78620,    8323769,         -1,    9044242,          1,          0,    9044732,          3,          0,    9044447,          4,          0,         -1,          0,          0, 
501 : lance_m_WME020_fine_02,    8323770,      78620,    8323769,         -1,    9044241,         16,          0,    9044447,          3,          0,         -1,          0,          0,         -1,          0,          0, 
502 : shield_l_WLG020_quality_01,    8324181,      48380,    8324180,         -1,    9044242,          1,          0,    9044732,          3,          0,    9044690,          2,          0,         -1,          0,          0, 
503 : shield_l_WLG020_quality_02,    8324181,      48380,    8324171,         -1,    9044242,          1,          0,    9044732,          3,          0,    9044690,          2,          0,         -1,          0,          0, 
504 :    Focalor,    8323991,     161280,    8323990,         -1,    9044270,          2,          0,    9044550,          3,          0,    9044760,          3,          0,         -1,          0,          0, 
505 :     Aypeos,    8324025,     185470,    8324024,         -1,    9044270,          2,          0,    9044740,          2,          0,    9044421,          1,          0,         -1,          0,          0, 
506 :      Stlas,    8324041,     193540,    8324040,         -1,    9044270,          2,          0,    9044749,          1,          0,    9044447,          4,          0,         -1,          0,          0, 
507 :     Furfur,    8324047,     185470,    8324046,         -1,    9044270,          2,          0,    9044775,          2,          0,    9044748,          1,          0,         -1,          0,          0, 
508 :        Ose,    8324083,     233860,    8324082,         -1,    9044270,          2,          0,    9044732,          3,          0,    9044447,          4,          0,         -1,          0,          0, 
509 : sword_m_WMA060_normal_01,    8323218,      30240,    8323213,        286,    9044270,          1,          0,    9044691,          2,          0,    9044775,          2,          0,         -1,          0,          0, 
510 : sword_m_WMA060_normal_02,    8323218,      30240,    8323187,        286,    9044270,          1,          0,    9044691,          2,          0,    9044775,          2,          0,         -1,          0,          0, 
511 : sword_m_WMA060_normal_03,    8323218,      30240,    8323176,        286,    9044270,          1,          0,    9044691,          2,          0,    9044775,          2,          0,         -1,          0,          0, 
512 : sword_m_WMA060_normal_04,    8323218,      30240,    8323207,        286,    9044270,          1,          0,    9044691,          2,          0,    9044775,          2,          0,         -1,          0,          0, 
513 : sword_m_WMA060_normal_05,    8323218,      30240,    8323198,        286,    9044270,          1,          0,    9044691,          2,          0,    9044775,          2,          0,         -1,          0,          0, 
514 : sword_l_WLA040_normal_01,    8323272,      34780,    8323248,        286,    9044270,          1,          0,    9044753,          1,          0,    9044550,          3,          0,         -1,          0,          0, 
515 : sword_l_WLA040_normal_02,    8323272,      34780,    8323267,        286,    9044270,          1,          0,    9044753,          1,          0,    9044550,          3,          0,         -1,          0,          0, 
516 : sword_l_WLA040_normal_03,    8323272,      34780,    8323258,        286,    9044270,          1,          0,    9044753,          1,          0,    9044550,          3,          0,         -1,          0,          0, 
517 : axe_x_WXC020_normal,    8323560,      42340,    8323553,        286,    9044270,          1,          0,    9044691,          2,          0,    9044740,          1,          0,         -1,          0,          0, 
518 : hammer_s_WSD020_fire_01,    8323593,     108580,    8323590,        287,    9044258,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
519 : hammer_s_WSD020_thunder_01,    8323594,     103200,    8323590,        287,    9044262,          1,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
520 : hammer_s_WSD020_ice_01,    8323595,     111170,    8323590,        287,    9044260,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
521 : hammer_s_WSD020_acid_01,    8323596,     100610,    8323590,        287,    9044261,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
522 : hammer_s_WSD020_poison_01,    8323597,     105840,    8323590,        287,    9044259,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
523 : hammer_s_WSD020_thunder_02,    8323594,     103200,    8323593,        287,    9044262,          1,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
524 : hammer_s_WSD020_ice_02,    8323595,     111170,    8323593,        287,    9044260,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
525 : hammer_s_WSD020_acid_02,    8323596,     100610,    8323593,        287,    9044261,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
526 : hammer_s_WSD020_poison_02,    8323597,     105840,    8323593,        287,    9044259,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
527 : hammer_s_WSD020_fire_03,    8323593,     108580,    8323594,        287,    9044258,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
528 : hammer_s_WSD020_ice_03,    8323595,     111170,    8323594,        287,    9044260,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
529 : hammer_s_WSD020_acid_03,    8323596,     100610,    8323594,        287,    9044261,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
530 : hammer_s_WSD020_poison_03,    8323597,     105840,    8323594,        287,    9044259,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
531 : hammer_s_WSD020_fire_04,    8323593,     108580,    8323595,        287,    9044258,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
532 : hammer_s_WSD020_thunder_04,    8323594,     103200,    8323595,        287,    9044262,          1,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
533 : hammer_s_WSD020_acid_04,    8323596,     100610,    8323595,        287,    9044261,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
534 : hammer_s_WSD020_poison_04,    8323597,     105840,    8323595,        287,    9044259,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
535 : hammer_s_WSD020_fire_05,    8323593,     108580,    8323596,        287,    9044258,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
536 : hammer_s_WSD020_thunder_05,    8323594,     103200,    8323596,        287,    9044262,          1,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
537 : hammer_s_WSD020_ice_05,    8323595,     111170,    8323596,        287,    9044260,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
538 : hammer_s_WSD020_poison_05,    8323597,     105840,    8323596,        287,    9044259,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
539 : hammer_s_WSD020_fire_06,    8323593,     108580,    8323597,        287,    9044258,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
540 : hammer_s_WSD020_thunder_06,    8323594,     103200,    8323597,        287,    9044262,          1,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
541 : hammer_s_WSD020_ice_06,    8323595,     111170,    8323597,        287,    9044260,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
542 : hammer_s_WSD020_acid_06,    8323596,     100610,    8323597,        287,    9044261,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
543 : hammer_s_WSD020_fire_07,    8323593,     108580,    8323592,         -1,    9044258,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
544 : hammer_s_WSD020_thunder_07,    8323594,     103200,    8323592,         -1,    9044262,          1,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
545 : hammer_s_WSD020_ice_07,    8323595,     111170,    8323592,         -1,    9044260,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
546 : hammer_s_WSD020_acid_07,    8323596,     100610,    8323592,         -1,    9044261,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
547 : hammer_s_WSD020_poison_07,    8323597,     105840,    8323592,         -1,    9044259,          2,          0,    9044270,          1,          0,    9044718,          1,          0,         -1,          0,          0, 
548 : lance_l_WLE040_normal_01,    8323811,      43870,    8323822,         -1,    9044001,          1,          0,    9044270,          1,          0,    9044361,          1,          0,         -1,          0,          0, 
