           km_,      km_id,     km_num, km_get_flag, km_menu_sort_id, km_list_top_mark, 
382 : mons_ML0011_120_clr0,    9109826,          0,          0,         -1,          0, 
383 : mons_ML0011_120_clr1,    9109827,          0,          0,         -1,          0, 
384 : mons_ML0011_120_clr2,    9109828,          0,          0,         -1,          0, 
385 : mons_ML0010_NM_001,    9109829,          0,          0,         -1,          0, 
386 : mons_ML0010_NM_002,    9109830,          0,          0,         -1,          0, 
387 : mons_ML0010_NM_003,    9109831,          0,          0,         -1,          0, 
388 : mons_ML0010_NM_004,    9109832,          0,          0,         -1,          0, 
389 : mons_ML0010_NM_005,    9109833,          0,          0,         -1,          0, 
390 : mons_ML0010_NM_006,    9109834,          0,          0,         -1,          0, 
391 : mons_ML0010_NM_007,    9109835,          0,          0,         -1,          0, 
392 : mons_ML0010_NM_008,    9109836,          0,          0,         -1,          0, 
393 : mons_ML0020_100_clr0,    9109837,          0,          0,         -1,          0, 
394 : mons_ML0020_100_clr1,    9109838,          0,          0,         -1,          0, 
395 : mons_ML0020_100_clr2,    9109839,          0,          0,         -1,          0, 
396 : mons_ML0021_120_clr0,    9109840,          0,          0,         -1,          0, 
397 : mons_ML0021_120_clr1,    9109841,          0,          0,         -1,          0, 
398 : mons_ML0021_120_clr2,    9109842,          0,          0,         -1,          0, 
399 : mons_ML0020_NM_001,    9109843,          0,          0,         -1,          0, 
400 : mons_ML0020_NM_002,    9109844,          0,          0,         -1,          0, 
401 : mons_ML0020_NM_003,    9109845,          0,          0,         -1,          0, 
402 : mons_ML0020_NM_004,    9109846,          0,          0,         -1,          0, 
403 : mons_ML0020_NM_005,    9109847,          0,          0,         -1,          0, 
404 : mons_ML0020_NM_006,    9109848,          0,          0,         -1,          0, 
405 : mons_ML0020_NM_007,    9109849,          0,          0,         -1,          0, 
406 : mons_ML0020_NM_008,    9109850,          0,          0,         -1,          0, 
407 : mons_ML1010_100_clr0,    9109851,          0,          0,         -1,          0, 
408 : mons_ML1010_100_clr1,    9109852,          0,          1,         -1,          0, 
409 : mons_ML1010_100_clr2,    9109853,          1,          1,          0,          0, 
410 : mons_ML1010_NM_001,    9109854,          0,          0,         -1,          0, 
411 : mons_ML1010_NM_002,    9109855,          0,          0,         -1,          0, 
412 : mons_ML1010_NM_003,    9109856,          0,          0,         -1,          0, 
413 : mons_ML1010_NM_004,    9109857,          0,          0,         -1,          0, 
414 : mons_ML1010_NM_005,    9109858,          0,          0,         -1,          0, 
415 : mons_ML1010_NM_006,    9109859,          0,          0,         -1,          0, 
416 : mons_ML1010_NM_007,    9109860,          0,          0,         -1,          0, 
417 : mons_ML1010_NM_008,    9109861,          0,          0,         -1,          0, 
418 : mons_MM0010_100_clr0,    9109862,          0,          0,         -1,          0, 
419 : mons_MM0010_100_clr1,    9109863,          0,          0,         -1,          0, 
420 : mons_MM0010_100_clr2,    9109864,          0,          0,         -1,          0, 
421 : mons_MM0012_150_clr0,    9109865,          0,          0,         -1,          0, 
422 : mons_MM0012_150_clr1,    9109866,          0,          0,         -1,          0, 
423 : mons_MM0012_150_clr2,    9109867,          0,          0,         -1,          0, 
424 : mons_MM0010_NM_001,    9109868,          0,          0,         -1,          0, 
425 : mons_MM0010_NM_002,    9109869,          0,          0,         -1,          0, 
426 : mons_MM0010_NM_003,    9109870,          0,          0,         -1,          0, 
427 : mons_MM0010_NM_004,    9109871,          0,          0,         -1,          0, 
428 : mons_MM0010_NM_005,    9109872,          0,          0,         -1,          0, 
429 : mons_MM0010_NM_006,    9109873,          0,          0,         -1,          0, 
430 : mons_MM0010_NM_007,    9109874,          0,          0,         -1,          0, 
431 : mons_MM0010_NM_008,    9109875,          0,          0,         -1,          0, 
432 : mons_MN0020_100_clr0,    9109876,          0,          0,         -1,          0, 
433 : mons_MN0020_100_clr1,    9109877,          0,          0,         -1,          0, 
434 : mons_MN0020_100_clr2,    9109878,          0,          0,         -1,          0, 
435 : mons_MN0020_NM_001,    9109879,          0,          0,         -1,          0, 
436 : mons_MN0020_NM_002,    9109880,          0,          0,         -1,          0, 
437 : mons_MN0020_NM_003,    9109881,          0,          0,         -1,          0, 
438 : mons_MN0020_NM_004,    9109882,          0,          0,         -1,          0, 
439 : mons_MN0020_NM_005,    9109883,          0,          0,         -1,          0, 
440 : mons_MN0020_NM_006,    9109884,          0,          1,         -1,          0, 
441 : mons_MN0020_NM_007,    9109885,          0,          0,         -1,          0, 
442 : mons_MN0020_NM_008,    9109886,          0,          0,         -1,          0, 
443 : mons_CF0670_100_clr0,    9109887,          0,          0,         -1,          0, 
444 : mons_CF0670_NM_001,    9109888,          0,          0,         -1,          0, 
445 : mons_CF0670_NM_002,    9109889,          0,          0,         -1,          0, 
446 : mons_CF0670_NM_003,    9109890,          0,          0,         -1,          0, 
447 : mons_CF0670_NM_004,    9109891,          0,          0,         -1,          0, 
448 : mons_MB8010_100_clr0,    9109892,          0,          1,         -1,          0, 
449 : mons_MB8010_NM_001,    9109893,          0,          0,         -1,          0, 
450 : mons_MB8010_NM_002,    9109894,          0,          1,         -1,          0, 
451 : mons_MB8020_100_clr0,    9109895,          0,          0,         -1,          0, 
452 : mons_MB8020_NM_001,    9109896,          0,          0,         -1,          0, 
453 : mons_MB8020_NM_002,    9109897,          0,          0,         -1,          0, 
454 : QE0820_M_000,    9043968,         90,          3,       8191,          0, 
455 : QE0820_M_001,    9043969,         86,          3,       8192,          0, 
456 : QE0820_M_002,    9043970,         95,          3,       8193,          0, 
457 : QE0820_M_003,    9043971,         15,          1,        740,          0, 
458 : QE0820_M_004,    9043972,          0,          1,         -1,          0, 
459 : QE0840_M_000,    9043973,          1,          3,        738,          0, 
460 : QE1020_M_000,    9043974,          1,          3,        739,          0, 
461 : QEOTHR_M_000,    9043975,          0,          0,       8199,          0, 
462 : eMATERIAL_nakama_talk_001,    9043976,          0,          0,       8200,          0, 
463 : recipe_weapon_001,    9043977,          5,          3,       8200,          0, 
464 : recipe_weapon_002,    9043978,          4,          3,       8201,          0, 
465 : recipe_weapon_003,    9043979,          2,          3,       8202,          0, 
466 : recipe_weapon_004,    9043980,         10,          3,       8203,          0, 
467 : recipe_weapon_005,    9043981,          8,          3,       8204,          0, 
468 : recipe_weapon_006,    9043982,          9,          3,       8205,          0, 
469 : recipe_weapon_007,    9043983,         10,          3,       8206,          0, 
470 : recipe_weapon_008,    9043984,          6,          3,       8207,          0, 
471 : recipe_weapon_009,    9043985,          3,          3,       8208,          0, 
472 : recipe_weapon_010,    9043986,          2,          3,       8209,          0, 
473 : recipe_weapon_011,    9043987,          3,          3,       8210,          0, 
474 : recipe_weapon_012,    9043988,          4,          3,       8211,          0, 
475 : recipe_weapon_013,    9043989,          1,          3,        737,          0, 
476 : recipe_weapon_014,    9043990,          4,          3,       8213,          0, 
477 : recipe_weapon_015,    9043991,          9,          3,       8214,          0, 
478 : recipe_weapon_016,    9043992,         15,          3,       8215,          0, 
479 : recipe_weapon_017,    9043993,          6,          3,       8216,          0, 
480 : recipe_weapon_018,    9043994,          2,          3,       8217,          0, 
481 : recipe_weapon_019,    9043995,          9,          3,       8218,          0, 
482 : recipe_weapon_020,    9043996,         10,          3,       8219,          0, 
483 : recipe_weapon_021,    9043997,          1,          3,       8220,          0, 
484 : recipe_weapon_022,    9043998,          6,          3,       8221,          0, 
485 : recipe_weapon_023,    9043999,          1,          3,       8222,          0, 
486 : recipe_weapon_024,    9044000,          1,          3,       8223,          0, 
487 : recipe_weapon_025,    9044001,          9,          3,       8224,          0, 
488 : recipe_weapon_026,    9044002,          2,          3,       8225,          0, 
489 : recipe_weapon_027,    9044003,          2,          3,       8226,          0, 
490 : recipe_weapon_028,    9044004,          5,          3,       8227,          0, 
491 : recipe_weapon_029,    9044005,          4,          3,       8228,          0, 
492 : recipe_weapon_030,    9044006,          5,          3,       8229,          0, 
493 : recipe_weapon_031,    9044007,          7,          3,       8230,          0, 
494 : recipe_weapon_032,    9044008,          2,          3,       8231,          0, 
495 : recipe_weapon_033,    9044009,          9,          3,       8232,          0, 
496 : recipe_weapon_034,    9044010,         16,          3,       8233,          0, 
497 : recipe_weapon_035,    9044011,          2,          3,       8234,          0, 
498 : recipe_weapon_036,    9044012,         23,          3,       8235,          0, 
499 : recipe_weapon_037,    9044013,         16,          3,       8236,          0, 
500 : recipe_weapon_038,    9044014,          1,          3,       8237,          0, 
501 : recipe_weapon_039,    9044015,          2,          3,       8238,          0, 
502 : recipe_weapon_040,    9044016,          2,          3,       8239,          0, 
503 : recipe_weapon_041,    9044017,          2,          3,       8240,          0, 
504 : recipe_weapon_042,    9044018,          6,          3,       8241,          0, 
505 : recipe_weapon_043,    9044019,          1,          3,       8242,          0, 
506 : recipe_weapon_044,    9044020,          4,          3,       8243,          0, 
507 : recipe_weapon_045,    9044021,         19,          3,       8244,          0, 
508 : recipe_weapon_046,    9044022,          9,          3,       8245,          0, 
509 : recipe_weapon_047,    9044023,          1,          3,       8246,          0, 
510 : recipe_weapon_048,    9044024,          1,          3,       8247,          0, 
511 : recipe_weapon_049,    9044025,          1,          3,       8248,          0, 
512 : recipe_weapon_050,    9044026,          6,          3,       8249,          0, 
513 : recipe_weapon_051,    9044027,          6,          3,       8250,          0, 
514 : recipe_weapon_052,    9044028,          2,          3,       8251,          0, 
515 : recipe_weapon_053,    9044029,         75,          3,       8252,          0, 
516 : recipe_weapon_054,    9044030,          3,          3,       8253,          0, 
517 : recipe_weapon_055,    9044031,          1,          3,       8254,          0, 
518 : recipe_weapon_056,    9044032,          2,          3,       8255,          0, 
519 : recipe_weapon_057,    9044033,          7,          3,       8256,          0, 
520 : recipe_weapon_058,    9044034,         15,          3,       8257,          0, 
521 : recipe_weapon_059,    9044035,         12,          3,       8258,          0, 
522 : recipe_weapon_060,    9044036,          2,          3,       8259,          0, 
523 : recipe_weapon_061,    9044037,          9,          3,       8260,          0, 
524 : recipe_weapon_062,    9044038,          2,          3,       8261,          0, 
525 : recipe_weapon_063,    9044039,          1,          1,        736,          0, 
526 : recipe_weapon_064,    9044040,          2,          3,       8263,          0, 
527 : recipe_necklace_001,    9044041,          2,          3,       8264,          0, 
528 : recipe_necklace_002,    9044042,          1,          3,       8265,          0, 
529 : recipe_necklace_003,    9044043,          2,          3,       8266,          0, 
530 : recipe_necklace_004,    9044044,          2,          3,       8267,          0, 
531 : recipe_necklace_005,    9044045,          1,          3,       8268,          0, 
532 : recipe_necklace_006,    9044046,         13,          3,       8269,          0, 
533 : recipe_necklace_007,    9044047,          0,          0,       8271,          0, 
534 : recipe_necklace_008,    9044048,          1,          3,       8271,          0, 
535 : recipe_ring_001,    9044049,          4,          3,        735,          0, 
536 : recipe_ring_002,    9044050,          2,          3,       8273,          0, 
537 : recipe_ring_003,    9044051,          4,          3,       8274,          0, 
538 : recipe_ring_004,    9044052,          2,          3,       8275,          0, 
539 : recipe_ring_005,    9044053,          2,          3,       8276,          0, 
540 : recipe_ring_006,    9044054,          2,          3,       8277,          0, 
541 : recipe_ring_007,    9044055,          1,          3,       8278,          0, 
542 : recipe_ring_008,    9044056,          1,          3,       8279,          0, 
543 : recipe_bangle_001,    9044057,          2,          3,       8280,          0, 
544 : recipe_bangle_002,    9044058,          2,          3,       8281,          0, 
545 : recipe_bangle_003,    9044059,          2,          3,       8282,          0, 
546 : recipe_bangle_004,    9044060,          1,          3,       8283,          0, 
547 : recipe_bangle_005,    9044061,          2,          3,       8284,          0, 
548 : recipe_bangle_006,    9044062,          1,          3,       8285,          0, 
549 : recipe_bangle_007,    9044063,          0,          0,       8287,          0, 
550 : recipe_bangle_008,    9044064,          1,          3,       8287,          0, 
551 : recipe_earring_001,    9044065,          2,          3,       8288,          0, 
552 : recipe_earring_002,    9044066,          2,          3,       8289,          0, 
553 : recipe_earring_003,    9044067,          2,          3,       8290,          0, 
554 : recipe_earring_004,    9044068,          2,          3,       8291,          0, 
555 : recipe_earring_005,    9044069,          1,          3,       8292,          0, 
556 : recipe_earring_006,    9044070,          1,          3,       8293,          0, 
557 : recipe_earring_007,    9044071,          1,          3,       8294,          0, 
558 : recipe_earring_008,    9044072,          1,          3,       8295,          0, 
559 : recipe_belt_001,    9044073,          2,          3,       8296,          0, 
560 : recipe_belt_002,    9044074,          2,          3,       8297,          0, 
561 : recipe_belt_003,    9044075,          2,          3,       8298,          0, 
562 : recipe_belt_004,    9044076,          1,          3,       8299,          0, 
563 : recipe_belt_005,    9044077,          1,          3,       8300,          0, 
564 : recipe_belt_006,    9044078,          1,          3,       8301,          0, 
565 : recipe_belt_007,    9044079,          2,          3,       8302,          0, 
566 : recipe_belt_008,    9044080,          1,          3,       8303,          0, 
567 : recipe_anklet_001,    9044081,          1,          3,       8304,          0, 
568 : recipe_anklet_002,    9044082,          2,          3,       8305,          0, 
569 : recipe_anklet_003,    9044083,          2,          3,       8306,          0, 
570 : recipe_anklet_004,    9044084,          2,          3,       8307,          0, 
571 : recipe_anklet_005,    9044085,          1,          3,       8308,          0, 
572 : recipe_anklet_006,    9044086,          1,          3,       8309,          0, 
573 : recipe_anklet_007,    9044087,          1,          3,       8310,          0, 
574 : recipe_anklet_008,    9044088,          1,          3,       8311,          0, 
575 : recipe_amulet_001,    9044089,          2,          3,       8312,          0, 
576 : recipe_amulet_002,    9044090,          1,          3,       8313,          0, 
577 : recipe_amulet_003,    9044091,          2,          3,       8314,          0, 
578 : recipe_amulet_004,    9044092,          2,          3,       8315,          0, 
579 : recipe_amulet_005,    9044093,          2,          3,       8316,          0, 
580 : recipe_amulet_006,    9044094,          2,          3,       8317,          0, 
581 : recipe_amulet_007,    9044095,          1,          3,       8318,          0, 
582 : recipe_amulet_008,    9044096,          1,          3,       8319,          0, 
583 : recipe_jewel_001,    9044097,          2,          3,       8320,          0, 
584 : recipe_jewel_002,    9044098,          2,          3,       8321,          0, 
585 : recipe_jewel_003,    9044099,          2,          3,       8322,          0, 
586 : recipe_jewel_004,    9044100,          2,          3,       8323,          0, 
587 : recipe_jewel_005,    9044101,          2,          3,       8324,          0, 
588 : recipe_jewel_006,    9044102,          0,          0,       8326,          0, 
589 : recipe_jewel_007,    9044103,          0,          0,       8327,          0, 
590 : recipe_jewel_008,    9044104,          0,          0,       8328,          0, 
591 : recipe_blueprint_001,    9044105,        100,          3,       8328,          0, 
592 : recipe_blueprint_002,    9044106,        100,          3,       8329,          0, 
593 : recipe_blueprint_003,    9044107,        100,          3,       8330,          0, 
594 : recipe_blueprint_004,    9044108,         53,          3,       8331,          0, 
595 : recipe_blueprint_005,    9044109,          0,          0,       8333,          0, 
596 : recipe_blueprint_006,    9044110,          0,          0,       8334,          0, 
597 : recipe_blueprint_007,    9044111,          0,          0,       8335,          0, 
598 : recipe_blueprint_008,    9044112,          0,          0,       8336,          0, 
599 : recipe_blueprint_009,    9044113,          0,          0,       8337,          0, 
600 : recipe_blueprint_010,    9044114,          0,          0,       8338,          0, 
601 : recipe_blueprint_011,    9044115,          0,          0,       8339,          0, 
602 : recipe_blueprint_012,    9044116,          0,          0,       8340,          0, 
603 : recipe_blueprint_013,    9044117,          0,          0,       8341,          0, 
604 : recipe_blueprint_014,    9044118,          0,          0,       8342,          0, 
605 : recipe_blueprint_015,    9044119,          0,          0,       8343,          0, 
606 : recipe_blueprint_016,    9044120,          0,          0,       8344,          0, 
607 : recipe_blueprint_017,    9044121,          0,          0,       8345,          0, 
608 : recipe_blueprint_018,    9044122,          0,          0,       8346,          0, 
609 : recipe_blueprint_019,    9044123,          0,          0,       8347,          0, 
610 : recipe_blueprint_020,    9044124,          0,          0,       8348,          0, 
611 : recipe_blueprint_021,    9044125,          0,          0,       8349,          0, 
612 : recipe_blueprint_022,    9044126,          0,          0,       8350,          0, 
613 : recipe_blueprint_023,    9044127,          0,          0,       8351,          0, 
614 : recipe_blueprint_024,    9044128,          0,          0,       8352,          0, 
615 : recipe_blueprint_025,    9044129,          0,          0,       8353,          0, 
616 : recipe_blueprint_026,    9044130,          0,          0,       8354,          0, 
617 : recipe_blueprint_027,    9044131,          0,          0,       8355,          0, 
618 : recipe_blueprint_028,    9044132,          0,          0,       8356,          0, 
619 : recipe_blueprint_029,    9044133,          0,          0,       8357,          0, 
620 : recipe_blueprint_030,    9044134,          0,          0,       8358,          0, 
621 : recipe_blueprint_031,    9044135,          0,          0,       8359,          0, 
622 : recipe_blueprint_032,    9044136,          0,          0,       8360,          0, 
623 : recipe_blueprint_033,    9044137,          0,          0,       8361,          0, 
624 : recipe_blueprint_034,    9044138,          0,          0,       8362,          0, 
625 : recipe_blueprint_035,    9044139,          0,          0,       8363,          0, 
626 : recipe_blueprint_036,    9044140,          0,          0,       8364,          0, 
627 : recipe_blueprint_037,    9044141,          0,          0,       8365,          0, 
628 : recipe_blueprint_038,    9044142,          0,          0,       8366,          0, 
629 : recipe_blueprint_039,    9044143,          0,          0,       8367,          0, 
630 : recipe_blueprint_040,    9044144,          0,          0,       8368,          0, 
631 : recipe_blueprint_041,    9044145,          0,          0,       8369,          0, 
632 : recipe_blueprint_042,    9044146,          0,          0,       8370,          0, 
633 : recipe_blueprint_043,    9044147,          0,          0,       8371,          0, 
634 : recipe_blueprint_044,    9044148,          0,          0,       8372,          0, 
635 : recipe_blueprint_045,    9044149,          0,          0,       8373,          0, 
636 : recipe_blueprint_046,    9044150,          0,          0,       8374,          0, 
637 : recipe_blueprint_047,    9044151,          0,          0,       8375,          0, 
638 : recipe_blueprint_048,    9044152,          0,          0,       8376,          0, 
639 : recipe_blueprint_049,    9044153,          0,          0,       8377,          0, 
640 : recipe_blueprint_050,    9044154,          0,          0,       8378,          0, 
641 : recipe_blueprint_051,    9044155,          0,          0,       8379,          0, 
642 : recipe_blueprint_052,    9044156,          0,          0,       8380,          0, 
643 : recipe_blueprint_053,    9044157,          0,          0,       8381,          0, 
644 : recipe_blueprint_054,    9044158,          0,          0,       8382,          0, 
645 : recipe_blueprint_055,    9044159,          0,          0,       8383,          0, 
646 : recipe_blueprint_056,    9044160,          0,          0,       8384,          0, 
647 : recipe_blueprint_057,    9044161,          0,          0,       8385,          0, 
648 : recipe_blueprint_058,    9044162,          0,          0,       8386,          0, 
649 : recipe_blueprint_059,    9044163,          0,          0,       8387,          0, 
650 : recipe_blueprint_060,    9044164,          0,          0,       8388,          0, 
651 : recipe_blueprint_061,    9044165,          0,          0,       8389,          0, 
652 : recipe_blueprint_062,    9044166,          0,          0,       8390,          0, 
653 : recipe_blueprint_063,    9044167,          0,          0,       8391,          0, 
654 : recipe_blueprint_064,    9044168,          0,          0,       8392,          0, 
655 : gem_nucleus_001,    9044169,          6,          3,       8392,          0, 
656 : gem_nucleus_002,    9044170,          5,          3,       8393,          0, 
657 : gem_nucleus_003,    9044171,          8,          3,       8394,          0, 
658 : gem_nucleus_004,    9044172,          6,          3,       8395,          0, 
659 : gem_nucleus_005,    9044173,          3,          3,       8396,          0, 
660 : gem_nucleus_006,    9044174,          0,          0,       8398,          0, 
661 : gem_nucleus_007,    9044175,          3,          3,       8398,          0, 
662 : gem_nucleus_008,    9044176,          6,          3,       8399,          0, 
663 : gem_nucleus_009,    9044177,          3,          3,       8400,          0, 
664 : gem_nucleus_010,    9044178,         47,          3,       8401,          0, 
665 : gem_nucleus_011,    9044179,          4,          3,       8402,          0, 
666 : gem_nucleus_012,    9044180,          2,          3,       8403,          0, 
667 : gem_nucleus_013,    9044181,          5,          3,       8404,          0, 
668 : gem_nucleus_014,    9044182,          9,          3,       8405,          0, 
669 : gem_nucleus_015,    9044183,         17,          3,       8406,          0, 
670 : gem_nucleus_016,    9044184,          5,          3,       8407,          0, 
671 : gem_nucleus_017,    9044185,          3,          3,       8408,          0, 
672 : gem_nucleus_018,    9044186,          6,          3,       8409,          0, 
673 : gem_nucleus_019,    9044187,          9,          3,       8410,          0, 
674 : gem_nucleus_020,    9044188,          9,          3,       8411,          0, 
675 : gem_nucleus_021,    9044189,          4,          3,       8412,          0, 
676 : gem_nucleus_022,    9044190,        100,          3,       8413,          0, 
677 : gem_rude_001,    9044191,         17,          3,       8414,          0, 
678 : gem_rude_002,    9044192,         19,          3,       8415,          0, 
679 : gem_rude_003,    9044193,         21,          3,       8416,          0, 
680 : gem_rude_004,    9044194,         16,          3,       8417,          0, 
681 : gem_rude_005,    9044195,         30,          3,       8418,          0, 
682 : gem_rude_006,    9044196,         12,          3,       8419,          0, 
683 : gem_rude_007,    9044197,         93,          3,       8420,          0, 
684 : gem_rude_008,    9044198,         14,          3,       8421,          0, 
685 : gem_rude_009,    9044199,         28,          3,       8422,          0, 
686 : gem_rude_010,    9044200,         12,          3,       8423,          0, 
687 : gem_rude_011,    9044201,         61,          3,       8424,          0, 
688 : gem_rude_012,    9044202,         30,          3,       8425,          0, 
689 : gem_rude_013,    9044203,         84,          3,       8426,          0, 
690 : gem_rude_014,    9044204,         81,          3,       8427,          0, 
691 : gem_rude_015,    9044205,         39,          3,       8428,          0, 
692 : gem_rude_016,    9044206,         24,          3,       8429,          0, 
693 : gem_rude_017,    9044207,          8,          3,       8430,          0, 
694 : gem_rude_018,    9044208,         44,          3,       8431,          0, 
695 : gem_rude_019,    9044209,         26,          3,       8432,          0, 
696 : gem_rude_020,    9044210,         39,          3,       8433,          0, 
697 : gem_rude_021,    9044211,         27,          3,       8434,          0, 
698 : gem_rude_022,    9044212,         53,          3,       8435,          0, 
699 : gem_jewel_001,    9044213,          4,          3,       8436,          0, 
700 : gem_jewel_002,    9044214,          3,          3,       8437,          0, 
701 : gem_jewel_003,    9044215,          3,          3,       8438,          0, 
702 : gem_jewel_004,    9044216,          4,          3,       8439,          0, 
703 : gem_jewel_005,    9044217,          4,          3,       8440,          0, 
704 : gem_jewel_006,    9044218,          4,          3,       8441,          0, 
705 : gem_jewel_007,    9044219,          2,          3,       8442,          0, 
706 : gem_jewel_008,    9044220,          2,          3,       8443,          0, 
707 : gem_jewel_009,    9044221,          2,          3,       8444,          0, 
708 : gem_jewel_010,    9044222,          2,          3,       8445,          0, 
709 : gem_jewel_011,    9044223,          2,          3,       8446,          0, 
710 : gem_jewel_012,    9044224,          2,          3,       8447,          0, 
711 : gem_jewel_013,    9044225,          3,          3,       8448,          0, 
712 : gem_jewel_014,    9044226,          3,          3,       8449,          0, 
713 : gem_jewel_015,    9044227,          4,          3,       8450,          0, 
714 : gem_jewel_016,    9044228,          4,          3,       8451,          0, 
715 : gem_jewel_017,    9044229,          4,          3,       8452,          0, 
716 : gem_jewel_018,    9044230,          4,          3,       8453,          0, 
717 : gem_jewel_019,    9044231,          3,          3,       8454,          0, 
718 : gem_jewel_020,    9044232,          3,          3,       8455,          0, 
719 : gem_jewel_021,    9044233,          4,          3,       8456,          0, 
720 : gem_jewel_022,    9044234,          4,          3,       8457,          0, 
721 : ores_normal_001,    9044235,        100,          3,       8458,          0, 
722 : ores_normal_002,    9044236,        100,          3,       8459,          0, 
723 : ores_normal_003,    9044237,        100,          3,       8460,          0, 
724 : ores_normal_004,    9044238,        100,          3,       8461,          0, 
725 : ores_normal_005,    9044239,        100,          3,       8462,          0, 
726 : ores_normal_006,    9044240,         98,          3,       8463,          0, 
727 : ores_normal_007,    9044241,        100,          3,       8464,          0, 
728 : ores_normal_008,    9044242,        100,          3,       8465,          0, 
729 : ores_rare_001,    9044243,        100,          3,       8466,          0, 
730 : ores_rare_002,    9044244,        100,          3,       8467,          0, 
731 : ores_rare_003,    9044245,        100,          3,       8468,          0, 
732 : ores_rare_004,    9044246,        100,          3,       8469,          0, 
733 : ores_rare_005,    9044247,        100,          3,       8470,          0, 
734 : ores_rare_006,    9044248,        100,          3,       8471,          0, 
735 : ores_rare_007,    9044249,        100,          3,       8472,          0, 
736 : ores_rare_008,    9044250,        100,          3,       8473,          0, 
737 : ores_uniq_001,    9044251,        100,          3,       8474,          0, 
738 : ores_uniq_002,    9044252,         47,         35,       8475,          0, 
739 : ores_uniq_003,    9044253,        100,          3,       8476,          0, 
740 : ores_uniq_004,    9044254,        100,          3,       8477,          0, 
741 : ores_uniq_005,    9044255,        100,          3,       8478,          0, 
742 : ores_uniq_006,    9044256,        100,          3,       8479,          0, 
743 : ores_uniq_007,    9044257,         93,          5,       8480,          0, 
744 : ores_crystal_001,    9044258,        100,          3,       8481,          0, 
745 : ores_crystal_002,    9044259,        100,          3,       8482,          0, 
746 : ores_crystal_003,    9044260,        100,          3,       8483,          0, 
747 : ores_crystal_004,    9044261,        100,          3,       8484,          0, 
748 : ores_crystal_005,    9044262,        100,          3,       8485,          0, 
749 : metal_normal_001,    9044263,        100,          3,       8486,          0, 
750 : metal_normal_002,    9044264,         86,         11,       8487,          0, 
751 : metal_normal_003,    9044265,         70,          3,       8488,          0, 
752 : metal_normal_004,    9044266,        100,          3,       8489,          0, 
753 : metal_normal_005,    9044267,        100,          3,       8490,          0, 
754 : metal_normal_006,    9044268,         37,          7,       8491,          0, 
755 : metal_normal_007,    9044269,        100,          3,       8492,          0, 
756 : metal_normal_008,    9044270,        100,         55,       8493,          0, 
757 : metal_rare_004,    9044271,        100,          3,       8494,          0, 
758 : metal_rare_005,    9044272,         33,         11,       8495,          0, 
759 : metal_rare_006,    9044273,         81,          5,       8496,          0, 
760 : metal_rare_007,    9044274,        100,          3,       8497,          0, 
761 : metal_rare_008,    9044275,        100,          3,       8498,          0, 
762 : molder_eq_normal_001,    9044276,          8,          3,       8499,          0, 
763 : molder_eq_normal_002,    9044277,          4,          3,       8500,          0, 
764 : molder_eq_normal_003,    9044278,          3,          3,       8501,          0, 
765 : molder_eq_normal_004,    9044279,          2,          3,       8502,          0, 
766 : molder_eq_normal_005,    9044280,          2,          3,       8503,          0, 
767 : molder_eq_normal_006,    9044281,          2,          3,       8504,          0, 
768 : molder_eq_normal_007,    9044282,          3,          3,       8505,          0, 
769 : molder_eq_normal_008,    9044283,          2,          3,       8506,          0, 
770 : molder_eq_normal_009,    9044284,          1,          3,       8507,          0, 
771 : molder_eq_normal_010,    9044285,          2,          3,       8508,          0, 
772 : molder_eq_normal_011,    9044286,          6,          3,       8509,          0, 
773 : molder_eq_normal_012,    9044287,          1,          3,       8510,          0, 
774 : molder_eq_normal_013,    9044288,          1,          3,       8511,          0, 
775 : molder_eq_normal_014,    9044289,          3,          3,       8512,          0, 
776 : molder_eq_rare_001,    9044290,          4,          3,       8513,          0, 
777 : molder_eq_rare_002,    9044291,          4,          3,       8514,          0, 
778 : molder_eq_rare_003,    9044292,          4,          3,       8515,          0, 
779 : molder_eq_rare_004,    9044293,          3,          3,       8516,          0, 
780 : molder_eq_rare_005,    9044294,          7,          3,       8517,          0, 
781 : molder_eq_rare_006,    9044295,         16,          3,       8518,          0, 
782 : molder_eq_rare_007,    9044296,          5,          3,       8519,          0, 
783 : molder_eq_rare_008,    9044297,          0,          0,       8521,          0, 
784 : molder_eq_rare_009,    9044298,          2,          5,       8521,          0, 
785 : molder_eq_rare_010,    9044299,          1,          3,       8522,          0, 
786 : molder_eq_rare_011,    9044300,          0,          0,       8524,          0, 
787 : molder_eq_rare_012,    9044301,          0,          0,       8525,          0, 
788 : molder_eq_rare_013,    9044302,          0,          0,       8526,          0, 
789 : molder_eq_rare_014,    9044303,          0,          0,       8527,          0, 
790 : salvage_crock_002,    9044304,         61,          3,       8527,          0, 
791 : salvage_crock_003,    9044305,         36,          3,       8528,          0, 
792 : salvage_crock_004,    9044306,        100,          3,       8529,          0, 
793 : salvage_crock_005,    9044307,          5,          3,       8530,          0, 
794 : salvage_crock_006,    9044308,         24,          3,       8531,          0, 
795 : salvage_crock_008,    9044309,         12,          3,       8532,          0, 
796 : salvage_book_003,    9044310,         44,          3,       8533,          0, 
797 : salvage_book_005,    9044311,         22,          3,       8534,          0, 
798 : salvage_book_007,    9044312,         13,          3,       8535,          0, 
799 : salvage_book_008,    9044313,         41,          3,       8536,          0, 
