           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
359 : mons_class_breed_type_012,      54308,      54309,      54310,      54311,          0,          0, 
360 : mons_class_breed_type_013,      54312,      54313,      54314,      54315,          0,          0, 
361 : mons_class_breed_type_014,      54316,      54317,      54318,      54319,          0,          0, 
362 : mons_class_breed_type_015,      54320,      54321,      54322,      54323,          0,          0, 
363 : mons_class_breed_type_016,      54324,      54325,      54326,      54327,          0,          0, 
364 : mons_class_breed_type_017,      54328,      54329,      54330,      54331,          0,          0, 
365 : mons_class_breed_type_018,      54332,      54333,      54334,      54335,          0,          0, 
366 : mons_class_breed_type_019,      54336,      54337,      54338,      54339,          0,          0, 
367 : mons_class_breed_type_020,      54340,      54341,      54342,      54343,          0,          0, 
368 : mons_class_breed_type_021,      54344,      54345,      54346,      54347,          0,          0, 
369 : mons_class_breed_type_022,      54348,      54349,      54350,      54351,          0,          0, 
370 : mons_class_breed_type_023,      54352,      54353,      54354,      54355,          0,          0, 
371 : mons_class_breed_type_024,      54356,      54357,      54358,      54359,          0,          0, 
372 : mons_class_breed_type_025,      54360,      54361,      54362,      54363,          0,          0, 
373 : mons_class_breed_type_026,      54364,      54365,      54366,      54367,          0,          0, 
374 : mons_class_breed_type_027,      54368,      54369,      54370,      54371,          0,          0, 
375 : mons_class_breed_type_028,      54372,      54373,      54374,      54375,          0,          0, 
376 : mons_class_breed_type_029,      54376,      54377,      54378,      54379,          0,          0, 
377 : mons_class_breed_type_030,      54380,      54381,      54382,      54383,          0,          0, 
378 : mons_class_breed_type_031,      54384,      54385,      54386,      54387,          0,          0, 
379 : mons_class_breed_type_032,      54388,      54389,      54390,      54391,          0,          0, 
380 : mons_class_breed_type_033,      54392,      54393,      54394,      54395,          0,          0, 
381 : unique_class_type_x,      54396,      54397,      54398,      54399,          0,          0, 

